train_number,train_type,run_date,month,day_of_week,station_code,station_index,km_from_origin,scheduled_arrival_hour,weather_condition,is_monsoon,congestion_level,block_section_occupancy,preceding_train_delayed,trains_queued_in_section,cumulative_delay_minutes,previous_station_delay,stop_duration,num_remaining_stops,actual_delay_minutes
20469,Vande Bharat,2026-10-01,10,5,CSMT,0,0,14,clear,False,0.0,1,1,0,0.0,0.0,0,8,0.0
20469,Vande Bharat,2026-10-01,10,5,DR,1,9,14,clear,False,0.12,1,1,0,0.0,0.0,2,7,6.6
20469,Vande Bharat,2026-10-01,10,5,TNA,2,34,14,clear,False,0.46,1,0,0,6.6,6.6,2,6,6.3
20469,Vande Bharat,2026-10-01,10,5,KYN,3,54,15,clear,False,0.39,1,0,0,12.9,6.3,2,5,6.0
20469,Vande Bharat,2026-10-01,10,5,LNL,4,128,16,clear,False,0.23,1,0,0,18.9,6.0,2,4,8.5
20469,Vande Bharat,2026-10-01,10,5,PUNE,5,192,16,clear,False,0.32,4,0,0,27.4,8.5,2,3,11.1
20469,Vande Bharat,2026-10-01,10,5,MRJ,6,471,20,clear,False,0.39,1,0,0,38.5,11.1,2,2,13.6
20469,Vande Bharat,2026-10-01,10,5,SLI,7,478,20,clear,False,0.39,0,0,0,52.1,13.6,2,1,16.9
20469,Vande Bharat,2026-10-01,10,5,KOP,8,518,20,clear,False,0.97,1,1,0,69.0,16.9,0,0,30.8
16641,Mail,2026-10-01,10,5,KOP,0,0,18,clear,False,0.0,0,0,0,0.0,0.0,0,8,8.8
16641,Mail,2026-10-01,10,5,SLI,1,40,19,clear,False,0.24,0,0,0,8.8,8.8,6,7,11.8
16641,Mail,2026-10-01,10,5,MRJ,2,47,19,clear,False,0.4,3,1,0,20.6,11.8,6,6,28.0
16641,Mail,2026-10-01,10,5,PUNE,3,326,23,clear,False,0.11,2,1,1,48.6,28.0,6,5,36.5
16641,Mail,2026-10-01,10,5,LNL,4,390,23,clear,False,0.39,2,1,0,85.1,36.5,6,4,38.4
16641,Mail,2026-10-01,10,5,KYN,5,464,0,clear,False,0.52,1,1,0,123.5,38.4,6,3,43.9
16641,Mail,2026-10-01,10,5,TNA,6,484,0,clear,False,0.19,2,1,1,167.4,43.9,6,2,47.0
16641,Mail,2026-10-01,10,5,DR,7,509,1,clear,False,0.49,0,1,0,214.4,47.0,6,1,49.0
16641,Mail,2026-10-01,10,5,CSMT,8,518,1,clear,False,0.16,1,1,0,263.4,49.0,0,0,50.8
17564,Intercity,2026-10-01,10,5,CSMT,0,0,16,clear,False,0.0,2,0,2,0.0,0.0,0,15,0.0
17564,Intercity,2026-10-01,10,5,DR,1,9,16,clear,False,0.48,1,0,0,0.0,0.0,4,14,1.5
17564,Intercity,2026-10-01,10,5,TNA,2,34,16,clear,False,0.26,0,0,0,1.5,1.5,4,13,1.7
17564,Intercity,2026-10-01,10,5,KYN,3,54,16,clear,False,0.25,2,0,0,3.2,1.7,4,12,6.2
17564,Intercity,2026-10-01,10,5,IGP,4,137,17,clear,False,0.48,1,0,0,9.4,6.2,4,11,10.0
17564,Intercity,2026-10-01,10,5,NK,5,188,18,clear,False,0.23,0,1,0,19.4,10.0,4,10,21.7
17564,Intercity,2026-10-01,10,5,MMR,6,261,19,clear,False,0.23,0,1,0,41.1,21.7,4,9,31.2
17564,Intercity,2026-10-01,10,5,CSN,7,328,20,clear,False,0.6,0,1,0,72.3,31.2,4,8,35.2
17564,Intercity,2026-10-01,10,5,JL,8,420,21,clear,False,0.4,4,1,0,107.5,35.2,4,7,48.3
17564,Intercity,2026-10-01,10,5,BSL,9,444,21,clear,False,0.73,1,1,0,155.8,48.3,4,6,60.2
17564,Intercity,2026-10-01,10,5,MKU,10,494,22,clear,False,0.56,1,1,0,216.0,60.2,4,5,62.3
17564,Intercity,2026-10-01,10,5,AK,11,583,23,clear,False,0.24,0,1,0,278.3,62.3,4,4,63.1
17564,Intercity,2026-10-01,10,5,BD,12,662,0,clear,False,0.32,1,1,0,341.4,63.1,4,3,62.4
17564,Intercity,2026-10-01,10,5,WR,13,757,1,clear,False,0.36,3,1,3,403.8,62.4,4,2,79.1
17564,Intercity,2026-10-01,10,5,NGP,14,837,2,clear,False,0.43,1,1,0,482.9,79.1,4,1,81.1
17564,Intercity,2026-10-01,10,5,G,15,967,4,clear,False,0.31,0,1,0,564.0,81.1,0,0,77.7
11076,Mail,2026-10-01,10,5,G,0,0,9,clear,False,0.0,0,1,0,0.0,0.0,0,15,0.0
11076,Mail,2026-10-01,10,5,NGP,1,130,11,clear,False,0.33,3,0,3,0.0,0.0,6,14,20.5
11076,Mail,2026-10-01,10,5,WR,2,210,12,clear,False,0.31,3,1,0,20.5,20.5,6,13,29.2
11076,Mail,2026-10-01,10,5,BD,3,305,13,clear,False,0.5,2,1,0,49.7,29.2,6,12,30.4
11076,Mail,2026-10-01,10,5,AK,4,384,14,clear,False,0.51,2,1,3,80.1,30.4,6,11,45.0
11076,Mail,2026-10-01,10,5,MKU,5,473,15,clear,False,0.17,1,1,0,125.1,45.0,6,10,47.1
11076,Mail,2026-10-01,10,5,BSL,6,523,16,clear,False,0.04,1,1,0,172.2,47.1,6,9,53.2
11076,Mail,2026-10-01,10,5,JL,7,547,16,clear,False,0.29,0,1,0,225.4,53.2,6,8,56.0
11076,Mail,2026-10-01,10,5,CSN,8,639,17,clear,False,0.8,1,1,0,281.4,56.0,6,7,67.3
11076,Mail,2026-10-01,10,5,MMR,9,706,18,clear,False,0.58,2,1,0,348.7,67.3,6,6,66.8
11076,Mail,2026-10-01,10,5,NK,10,779,19,clear,False,0.53,4,1,0,415.5,66.8,6,5,71.6
11076,Mail,2026-10-01,10,5,IGP,11,830,20,clear,False,0.85,2,1,0,487.1,71.6,6,4,80.3
11076,Mail,2026-10-01,10,5,KYN,12,913,21,clear,False,0.26,2,1,0,567.4,80.3,6,3,78.1
11076,Mail,2026-10-01,10,5,TNA,13,933,21,clear,False,0.47,3,1,0,645.5,78.1,6,2,85.8
11076,Mail,2026-10-01,10,5,DR,14,958,21,clear,False,0.46,3,1,2,731.3,85.8,6,1,96.3
11076,Mail,2026-10-01,10,5,CSMT,15,967,21,clear,False,0.36,2,1,0,827.6,96.3,0,0,92.1
14847,Superfast,2026-10-01,10,5,CSMT,0,0,18,clear,False,0.0,0,1,0,0.0,0.0,0,9,0.0
14847,Superfast,2026-10-01,10,5,DR,1,9,18,clear,False,0.66,1,1,0,0.0,0.0,2,8,8.5
14847,Superfast,2026-10-01,10,5,TNA,2,34,18,clear,False,0.33,0,0,0,8.5,8.5,2,7,11.4
14847,Superfast,2026-10-01,10,5,KYN,3,54,18,clear,False,0.54,2,0,1,19.9,11.4,2,6,16.3
14847,Superfast,2026-10-01,10,5,IGP,4,137,19,clear,False,0.64,2,1,0,36.2,16.3,2,5,22.8
14847,Superfast,2026-10-01,10,5,NK,5,188,20,clear,False,0.56,1,1,0,59.0,22.8,2,4,33.0
14847,Superfast,2026-10-01,10,5,MMR,6,261,21,clear,False,0.45,1,1,0,92.0,33.0,2,3,37.1
14847,Superfast,2026-10-01,10,5,AWB,7,375,22,clear,False,0.66,3,1,0,129.1,37.1,2,2,42.6
14847,Superfast,2026-10-01,10,5,J,8,438,23,clear,False,0.33,4,1,0,171.7,42.6,2,1,48.5
14847,Superfast,2026-10-01,10,5,NED,9,609,1,clear,False,0.75,0,1,0,220.2,48.5,0,0,53.5
19613,Vande Bharat,2026-10-01,10,5,NED,0,0,19,clear,False,0.0,1,0,0,0.0,0.0,0,9,0.0
19613,Vande Bharat,2026-10-01,10,5,J,1,171,21,clear,False,0.19,2,1,3,0.0,0.0,2,8,18.3
19613,Vande Bharat,2026-10-01,10,5,AWB,2,234,22,clear,False,0.66,2,1,1,18.3,18.3,2,7,31.0
19613,Vande Bharat,2026-10-01,10,5,MMR,3,348,23,clear,False,0.09,0,1,0,49.3,31.0,2,6,34.6
19613,Vande Bharat,2026-10-01,10,5,NK,4,421,0,clear,False,0.24,1,1,0,83.9,34.6,2,5,38.4
19613,Vande Bharat,2026-10-01,10,5,IGP,5,472,1,clear,False,0.23,1,1,0,122.3,38.4,2,4,43.5
19613,Vande Bharat,2026-10-01,10,5,KYN,6,555,2,clear,False,0.26,1,1,0,165.8,43.5,2,3,45.1
19613,Vande Bharat,2026-10-01,10,5,TNA,7,575,2,clear,False,0.14,1,1,0,210.9,45.1,2,2,49.8
19613,Vande Bharat,2026-10-01,10,5,DR,8,600,2,clear,False,0.5,1,1,0,260.7,49.8,2,1,49.8
19613,Vande Bharat,2026-10-01,10,5,CSMT,9,609,2,clear,False,0.65,0,1,0,310.5,49.8,0,0,57.4
16981,Express,2026-10-01,10,5,CSMT,0,0,20,clear,False,0.0,0,1,0,0.0,0.0,0,5,0.0
16981,Express,2026-10-01,10,5,DR,1,9,20,clear,False,0.66,0,1,0,0.0,0.0,4,4,14.5
16981,Express,2026-10-01,10,5,TNA,2,34,20,clear,False,0.16,1,0,0,14.5,14.5,4,3,16.9
16981,Express,2026-10-01,10,5,PNVL,3,69,21,clear,False,0.27,1,1,0,31.4,16.9,4,2,26.0
16981,Express,2026-10-01,10,5,RN,4,307,0,clear,False,0.4,0,1,0,57.4,26.0,4,1,32.7
16981,Express,2026-10-01,10,5,SWV,5,495,2,clear,False,0.35,0,1,0,90.1,32.7,0,0,36.5
17906,Superfast,2026-10-01,10,5,SWV,0,0,13,clear,False,0.0,2,0,1,0.0,0.0,0,5,0.0
17906,Superfast,2026-10-01,10,5,RN,1,188,16,clear,False,0.18,1,0,0,0.0,0.0,2,4,1.5
17906,Superfast,2026-10-01,10,5,PNVL,2,426,19,clear,False,0.07,1,0,0,1.5,1.5,2,3,8.5
17906,Superfast,2026-10-01,10,5,TNA,3,461,19,clear,False,0.52,2,1,1,10.0,8.5,2,2,19.6
17906,Superfast,2026-10-01,10,5,DR,4,486,20,clear,False,0.26,1,1,0,29.6,19.6,2,1,30.7
17906,Superfast,2026-10-01,10,5,CSMT,5,495,20,clear,False,0.31,1,1,0,60.3,30.7,0,0,36.9
16903,Express,2026-10-01,10,5,PUNE,0,0,15,clear,False,0.0,1,1,0,0.0,0.0,0,7,19.3
16903,Express,2026-10-01,10,5,DD,1,76,16,clear,False,0.07,3,1,0,19.3,19.3,4,6,31.5
16903,Express,2026-10-01,10,5,MMR,2,69,15,clear,False,0.63,1,1,0,50.8,31.5,4,5,41.8
16903,Express,2026-10-01,10,5,BSL,3,252,18,clear,False,0.42,0,1,0,92.6,41.8,4,4,46.1
16903,Express,2026-10-01,10,5,AK,4,391,19,clear,False,0.57,1,1,0,138.7,46.1,4,3,48.5
16903,Express,2026-10-01,10,5,BD,5,470,20,clear,False,0.91,1,1,0,187.2,48.5,4,2,58.3
16903,Express,2026-10-01,10,5,WR,6,565,22,clear,False,0.19,3,1,0,245.5,58.3,4,1,67.3
16903,Express,2026-10-01,10,5,NGP,7,645,23,clear,False,0.42,1,1,0,312.8,67.3,0,0,71.4
21495,Superfast,2026-10-01,10,5,NGP,0,0,19,clear,False,0.0,1,0,0,0.0,0.0,0,7,0.0
21495,Superfast,2026-10-01,10,5,WR,1,80,20,clear,False,0.24,0,1,0,0.0,0.0,2,6,9.2
21495,Superfast,2026-10-01,10,5,BD,2,175,21,clear,False,0.51,0,0,0,9.2,9.2,2,5,12.3
21495,Superfast,2026-10-01,10,5,AK,3,254,22,clear,False,0.25,1,0,0,21.5,12.3,2,4,13.2
21495,Superfast,2026-10-01,10,5,BSL,4,393,0,clear,False,0.54,1,0,0,34.7,13.2,2,3,13.4
21495,Superfast,2026-10-01,10,5,MMR,5,576,2,clear,False,0.42,1,0,0,48.1,13.4,2,2,14.6
21495,Superfast,2026-10-01,10,5,DD,6,569,2,clear,False,0.32,1,0,0,62.7,14.6,2,1,14.4
21495,Superfast,2026-10-01,10,5,PUNE,7,645,3,clear,False,0.5,4,0,0,77.1,14.4,0,0,20.9
13048,Vande Bharat,2026-10-01,10,5,NGP,0,0,18,clear,False,0.0,3,0,0,0.0,0.0,0,9,17.1
13048,Vande Bharat,2026-10-01,10,5,WR,1,80,19,clear,False,0.07,0,1,0,17.1,17.1,2,8,23.9
13048,Vande Bharat,2026-10-01,10,5,BD,2,175,20,clear,False,0.15,3,1,0,41.0,23.9,2,7,37.5
13048,Vande Bharat,2026-10-01,10,5,AK,3,254,21,clear,False,0.34,1,1,0,78.5,37.5,2,6,47.0
13048,Vande Bharat,2026-10-01,10,5,BSL,4,393,23,clear,False,0.17,0,1,0,125.5,47.0,2,5,50.4
13048,Vande Bharat,2026-10-01,10,5,MMR,5,576,1,clear,False,0.5,0,1,0,175.9,50.4,2,4,54.1
13048,Vande Bharat,2026-10-01,10,5,DD,6,569,1,clear,False,0.42,3,1,0,230.0,54.1,2,3,61.0
13048,Vande Bharat,2026-10-01,10,5,PUNE,7,645,2,clear,False,0.29,1,1,0,291.0,61.0,2,2,61.4
13048,Vande Bharat,2026-10-01,10,5,MRJ,8,366,22,clear,False,0.54,0,1,0,352.4,61.4,2,1,66.5
13048,Vande Bharat,2026-10-01,10,5,KOP,9,319,22,clear,False,0.09,0,1,0,418.9,66.5,0,0,67.8
18801,Express,2026-10-01,10,5,KOP,0,0,13,clear,False,0.0,3,0,0,0.0,0.0,0,9,0.0
18801,Express,2026-10-01,10,5,MRJ,1,47,13,clear,False,0.32,1,0,0,0.0,0.0,4,8,0.5
18801,Express,2026-10-01,10,5,PUNE,2,326,17,clear,False,0.47,1,0,0,0.5,0.5,4,7,8.7
18801,Express,2026-10-01,10,5,DD,3,250,16,clear,False,0.14,3,0,1,9.2,8.7,4,6,12.7
18801,Express,2026-10-01,10,5,MMR,4,257,16,clear,False,0.58,1,0,0,21.9,12.7,4,5,13.9
18801,Express,2026-10-01,10,5,BSL,5,74,14,clear,False,0.2,1,0,0,35.8,13.9,4,4,13.7
18801,Express,2026-10-01,10,5,AK,6,65,14,clear,False,0.61,0,0,0,49.5,13.7,4,3,13.0
18801,Express,2026-10-01,10,5,BD,7,144,15,clear,False,0.51,1,1,0,62.5,13.0,4,2,16.9
18801,Express,2026-10-01,10,5,WR,8,239,16,clear,False,0.35,0,1,0,79.4,16.9,4,1,19.2
18801,Express,2026-10-01,10,5,NGP,9,319,17,clear,False,0.29,2,1,0,98.6,19.2,0,0,31.7
18816,Intercity,2026-09-23,9,0,CSMT,0,0,10,rain,True,0.0,2,0,1,0.0,0.0,0,10,0.0
18816,Intercity,2026-09-23,9,0,DR,1,9,10,rain,True,0.34,0,0,0,0.0,0.0,4,9,5.1
18816,Intercity,2026-09-23,9,0,TNA,2,34,10,rain,True,0.28,1,0,0,5.1,5.1,4,8,9.1
18816,Intercity,2026-09-23,9,0,KYN,3,54,11,rain,True,0.52,2,0,1,14.2,9.1,4,7,15.0
18816,Intercity,2026-09-23,9,0,KJT,4,100,11,rain,True,0.73,0,1,0,29.2,15.0,4,6,36.2
18816,Intercity,2026-09-23,9,0,LNL,5,128,11,rain,True,0.39,1,1,0,65.4,36.2,4,5,54.6
18816,Intercity,2026-09-23,9,0,SVJR,6,190,12,rain,True,0.4,2,1,1,120.0,54.6,4,4,56.0
18816,Intercity,2026-09-23,9,0,PUNE,7,192,12,rain,True,0.56,1,1,0,176.0,56.0,4,3,52.8
18816,Intercity,2026-09-23,9,0,DD,8,268,13,rain,True,0.43,1,1,0,228.8,52.8,4,2,55.5
18816,Intercity,2026-09-23,9,0,KWV,9,377,15,rain,True,0.23,0,1,0,284.3,55.5,4,1,53.5
18816,Intercity,2026-09-23,9,0,SUR,10,455,16,rain,True,0.4,0,1,0,337.8,53.5,0,0,57.4
21120,Intercity,2026-09-23,9,0,SUR,0,0,13,rain,True,0.0,1,0,0,0.0,0.0,0,10,15.9
21120,Intercity,2026-09-23,9,0,KWV,1,78,14,rain,True,0.31,4,1,3,15.9,15.9,4,9,38.1
21120,Intercity,2026-09-23,9,0,DD,2,187,15,rain,True,0.33,1,1,0,54.0,38.1,4,8,42.6
21120,Intercity,2026-09-23,9,0,PUNE,3,263,16,rain,True,0.71,1,1,0,96.6,42.6,4,7,52.7
21120,Intercity,2026-09-23,9,0,SVJR,4,265,16,rain,True,0.36,0,1,0,149.3,52.7,4,6,53.2
21120,Intercity,2026-09-23,9,0,LNL,5,327,17,rain,True,0.56,0,1,0,202.5,53.2,4,5,65.9
21120,Intercity,2026-09-23,9,0,KJT,6,355,17,rain,True,0.43,2,1,0,268.4,65.9,4,4,77.3
21120,Intercity,2026-09-23,9,0,KYN,7,401,18,rain,True,0.4,2,1,0,345.7,77.3,4,3,79.0
21120,Intercity,2026-09-23,9,0,TNA,8,421,18,rain,True,0.81,2,1,0,424.7,79.0,4,2,85.4
21120,Intercity,2026-09-23,9,0,DR,9,446,18,rain,True,0.14,1,1,0,510.1,85.4,4,1,88.8
21120,Intercity,2026-09-23,9,0,CSMT,10,455,18,rain,True,0.6,0,1,0,598.9,88.8,0,0,89.0
17251,Express,2026-09-23,9,0,CSMT,0,0,19,rain,True,0.0,2,0,1,0.0,0.0,0,8,0.0
17251,Express,2026-09-23,9,0,DR,1,9,20,rain,True,0.66,2,1,0,0.0,0.0,4,7,11.9
17251,Express,2026-09-23,9,0,TNA,2,34,20,rain,True,0.26,2,0,3,11.9,11.9,4,6,19.6
17251,Express,2026-09-23,9,0,KYN,3,54,20,rain,True,0.47,1,1,0,31.5,19.6,4,5,25.1
17251,Express,2026-09-23,9,0,LNL,4,128,21,rain,True,0.03,1,1,0,56.6,25.1,4,4,40.9
17251,Express,2026-09-23,9,0,PUNE,5,192,22,rain,True,0.42,1,1,0,97.5,40.9,4,3,42.3
17251,Express,2026-09-23,9,0,MRJ,6,471,1,rain,True,0.57,3,1,0,139.8,42.3,4,2,52.7
17251,Express,2026-09-23,9,0,SLI,7,478,1,rain,True,0.26,1,1,0,192.5,52.7,4,1,56.6
17251,Express,2026-09-23,9,0,KOP,8,518,2,rain,True,0.48,3,1,0,249.1,56.6,0,0,62.9
14866,Vande Bharat,2026-09-23,9,0,KOP,0,0,16,rain,True,0.0,0,0,0,0.0,0.0,0,8,11.9
14866,Vande Bharat,2026-09-23,9,0,SLI,1,40,16,rain,True,0.27,2,1,0,11.9,11.9,2,7,16.8
14866,Vande Bharat,2026-09-23,9,0,MRJ,2,47,16,rain,True,0.2,2,1,0,28.7,16.8,2,6,19.2
14866,Vande Bharat,2026-09-23,9,0,PUNE,3,326,20,rain,True,0.38,1,1,0,47.9,19.2,2,5,25.2
14866,Vande Bharat,2026-09-23,9,0,LNL,4,390,21,rain,True,0.69,0,1,0,73.1,25.2,2,4,38.9
14866,Vande Bharat,2026-09-23,9,0,KYN,5,464,22,rain,True,0.16,1,1,0,112.0,38.9,2,3,39.1
14866,Vande Bharat,2026-09-23,9,0,TNA,6,484,22,rain,True,0.63,4,1,0,151.1,39.1,2,2,49.7
14866,Vande Bharat,2026-09-23,9,0,DR,7,509,22,rain,True,0.3,1,1,0,200.8,49.7,2,1,48.6
14866,Vande Bharat,2026-09-23,9,0,CSMT,8,518,22,rain,True,0.26,2,1,0,249.4,48.6,0,0,49.7
21561,Mail,2026-09-23,9,0,CSMT,0,0,18,rain,True,0.0,1,1,0,0.0,0.0,0,15,0.0
21561,Mail,2026-09-23,9,0,DR,1,9,18,rain,True,0.81,1,1,0,0.0,0.0,6,14,16.1
21561,Mail,2026-09-23,9,0,TNA,2,34,19,rain,True,0.64,3,1,0,16.1,16.1,6,13,29.1
21561,Mail,2026-09-23,9,0,KYN,3,54,19,rain,True,0.43,1,1,0,45.2,29.1,6,12,39.7
21561,Mail,2026-09-23,9,0,IGP,4,137,20,rain,True,0.5,0,1,0,84.9,39.7,6,11,55.2
21561,Mail,2026-09-23,9,0,NK,5,188,20,rain,True,0.58,1,1,0,140.1,55.2,6,10,57.9
21561,Mail,2026-09-23,9,0,MMR,6,261,21,rain,True,0.61,1,1,0,198.0,57.9,6,9,59.8
21561,Mail,2026-09-23,9,0,CSN,7,328,22,rain,True,0.47,3,1,0,257.8,59.8,6,8,67.4
21561,Mail,2026-09-23,9,0,JL,8,420,23,rain,True,0.23,0,1,0,325.2,67.4,6,7,64.9
21561,Mail,2026-09-23,9,0,BSL,9,444,0,rain,True,0.62,1,1,0,390.1,64.9,6,6,64.0
21561,Mail,2026-09-23,9,0,MKU,10,494,0,rain,True,0.34,0,1,0,454.1,64.0,6,5,64.7
21561,Mail,2026-09-23,9,0,AK,11,583,1,rain,True,0.21,1,1,0,518.8,64.7,6,4,65.4
21561,Mail,2026-09-23,9,0,BD,12,662,2,rain,True,0.83,0,1,0,584.2,65.4,6,3,70.6
21561,Mail,2026-09-23,9,0,WR,13,757,4,rain,True,0.31,2,1,1,654.8,70.6,6,2,72.8
21561,Mail,2026-09-23,9,0,NGP,14,837,5,rain,True,0.22,2,1,0,727.6,72.8,6,1,73.5
21561,Mail,2026-09-23,9,0,G,15,967,6,rain,True,0.55,1,1,0,801.1,73.5,0,0,76.1
13525,Mail,2026-09-23,9,0,G,0,0,16,rain,True,0.0,1,1,0,0.0,0.0,0,15,0.0
13525,Mail,2026-09-23,9,0,NGP,1,130,17,rain,True,0.8,0,0,0,0.0,0.0,6,14,6.6
13525,Mail,2026-09-23,9,0,WR,2,210,18,rain,True,0.49,0,0,0,6.6,6.6,6,13,9.3
13525,Mail,2026-09-23,9,0,BD,3,305,19,rain,True,0.11,0,0,0,15.9,9.3,6,12,10.7
13525,Mail,2026-09-23,9,0,AK,4,384,20,rain,True,0.44,0,0,0,26.6,10.7,6,11,12.4
13525,Mail,2026-09-23,9,0,MKU,5,473,21,rain,True,0.31,2,0,0,39.0,12.4,6,10,16.5
13525,Mail,2026-09-23,9,0,BSL,6,523,22,rain,True,0.55,2,1,0,55.5,16.5,6,9,21.8
13525,Mail,2026-09-23,9,0,JL,7,547,22,rain,True,0.26,1,1,0,77.3,21.8,6,8,24.7
13525,Mail,2026-09-23,9,0,CSN,8,639,0,rain,True,0.15,3,1,0,102.0,24.7,6,7,36.3
13525,Mail,2026-09-23,9,0,MMR,9,706,0,rain,True,0.19,3,1,1,138.3,36.3,6,6,48.8
13525,Mail,2026-09-23,9,0,NK,10,779,1,rain,True,0.11,0,1,0,187.1,48.8,6,5,52.5
13525,Mail,2026-09-23,9,0,IGP,11,830,2,rain,True,0.4,3,1,0,239.6,52.5,6,4,64.3
13525,Mail,2026-09-23,9,0,KYN,12,913,3,rain,True,0.39,2,1,0,303.9,64.3,6,3,64.3
13525,Mail,2026-09-23,9,0,TNA,13,933,3,rain,True,0.4,0,1,0,368.2,64.3,6,2,63.1
13525,Mail,2026-09-23,9,0,DR,14,958,4,rain,True,0.15,1,1,0,431.3,63.1,6,1,64.2
13525,Mail,2026-09-23,9,0,CSMT,15,967,4,rain,True,0.41,4,1,1,495.5,64.2,0,0,72.9
17313,Mail,2026-09-23,9,0,CSMT,0,0,8,rain,True,0.0,0,0,0,0.0,0.0,0,9,31.8
17313,Mail,2026-09-23,9,0,DR,1,9,8,rain,True,0.47,2,1,0,31.8,31.8,6,8,38.9
17313,Mail,2026-09-23,9,0,TNA,2,34,8,rain,True,0.35,1,1,0,70.7,38.9,6,7,47.0
17313,Mail,2026-09-23,9,0,KYN,3,54,9,rain,True,0.39,1,1,0,117.7,47.0,6,6,55.1
17313,Mail,2026-09-23,9,0,IGP,4,137,10,rain,True,0.27,3,1,0,172.8,55.1,6,5,65.7
17313,Mail,2026-09-23,9,0,NK,5,188,10,rain,True,0.42,1,1,0,238.5,65.7,6,4,69.8
17313,Mail,2026-09-23,9,0,MMR,6,261,11,rain,True,0.9,0,1,0,308.3,69.8,6,3,76.4
17313,Mail,2026-09-23,9,0,AWB,7,375,13,rain,True,0.66,1,1,0,384.7,76.4,6,2,73.1
17313,Mail,2026-09-23,9,0,J,8,438,13,rain,True,0.8,1,1,0,457.8,73.1,6,1,76.6
17313,Mail,2026-09-23,9,0,NED,9,609,16,rain,True,0.45,1,1,0,534.4,76.6,0,0,75.1
22892,Intercity,2026-09-23,9,0,NED,0,0,10,rain,True,0.0,1,0,0,0.0,0.0,0,9,0.0
22892,Intercity,2026-09-23,9,0,J,1,171,12,rain,True,0.46,2,0,0,0.0,0.0,4,8,0.5
22892,Intercity,2026-09-23,9,0,AWB,2,234,13,rain,True,0.38,4,1,0,0.5,0.5,4,7,17.2
22892,Intercity,2026-09-23,9,0,MMR,3,348,15,rain,True,0.25,1,1,0,17.7,17.2,4,6,24.6
22892,Intercity,2026-09-23,9,0,NK,4,421,16,rain,True,0.4,0,1,0,42.3,24.6,4,5,28.8
22892,Intercity,2026-09-23,9,0,IGP,5,472,16,rain,True,0.44,0,1,0,71.1,28.8,4,4,38.4
22892,Intercity,2026-09-23,9,0,KYN,6,555,17,rain,True,0.47,0,1,0,109.5,38.4,4,3,49.3
22892,Intercity,2026-09-23,9,0,TNA,7,575,18,rain,True,0.71,2,1,1,158.8,49.3,4,2,61.9
22892,Intercity,2026-09-23,9,0,DR,8,600,18,rain,True,0.38,3,1,0,220.7,61.9,4,1,67.5
22892,Intercity,2026-09-23,9,0,CSMT,9,609,18,rain,True,0.6,1,1,0,288.2,67.5,0,0,70.8
16827,Intercity,2026-09-23,9,0,CSMT,0,0,7,rain,True,0.0,3,0,0,0.0,0.0,0,5,0.0
16827,Intercity,2026-09-23,9,0,DR,1,9,7,rain,True,0.23,1,0,0,0.0,0.0,4,4,2.8
16827,Intercity,2026-09-23,9,0,TNA,2,34,8,rain,True,0.66,0,1,0,2.8,2.8,4,3,11.6
16827,Intercity,2026-09-23,9,0,PNVL,3,69,8,rain,True,0.27,1,0,0,14.4,11.6,4,2,13.3
16827,Intercity,2026-09-23,9,0,RN,4,307,11,rain,True,0.33,1,0,0,27.7,13.3,4,1,17.4
16827,Intercity,2026-09-23,9,0,SWV,5,495,13,rain,True,0.24,2,1,0,45.1,17.4,0,0,23.2
11612,Express,2026-09-23,9,0,SWV,0,0,18,rain,True,0.0,0,1,0,0.0,0.0,0,5,0.0
11612,Express,2026-09-23,9,0,RN,1,188,20,rain,True,0.55,1,0,0,0.0,0.0,4,4,3.5
11612,Express,2026-09-23,9,0,PNVL,2,426,23,rain,True,0.22,1,0,0,3.5,3.5,4,3,6.4
11612,Express,2026-09-23,9,0,TNA,3,461,23,rain,True,0.2,3,0,1,9.9,6.4,4,2,18.0
11612,Express,2026-09-23,9,0,DR,4,486,0,rain,True,0.52,1,1,0,27.9,18.0,4,1,21.2
11612,Express,2026-09-23,9,0,CSMT,5,495,0,rain,True,0.44,2,1,0,49.1,21.2,0,0,28.6
16231,Vande Bharat,2026-09-23,9,0,PUNE,0,0,14,rain,True,0.0,1,0,0,0.0,0.0,0,7,5.7
16231,Vande Bharat,2026-09-23,9,0,DD,1,76,15,rain,True,0.37,2,0,0,5.7,5.7,2,6,7.8
16231,Vande Bharat,2026-09-23,9,0,MMR,2,69,15,rain,True,0.27,1,0,0,13.5,7.8,2,5,8.4
16231,Vande Bharat,2026-09-23,9,0,BSL,3,252,17,rain,True,0.63,0,0,0,21.9,8.4,2,4,11.2
16231,Vande Bharat,2026-09-23,9,0,AK,4,391,19,rain,True,0.56,1,1,0,33.1,11.2,2,3,25.7
16231,Vande Bharat,2026-09-23,9,0,BD,5,470,20,rain,True,0.47,0,1,0,58.8,25.7,2,2,36.1
16231,Vande Bharat,2026-09-23,9,0,WR,6,565,21,rain,True,0.63,0,1,0,94.9,36.1,2,1,48.3
16231,Vande Bharat,2026-09-23,9,0,NGP,7,645,22,rain,True,0.47,0,1,0,143.2,48.3,0,0,52.5
13209,Superfast,2026-09-23,9,0,NGP,0,0,13,rain,True,0.0,1,0,0,0.0,0.0,0,7,0.0
